timestamp_utc,state,model,variant,colour,count,stock_numbers
2026-09-02 23:36:42 UTC,ACT,Sealion 8,Dynamic FWD,Aurora White,2,8096183;8102965
2026-09-02 23:36:42 UTC,ACT,Sealion 8,Dynamic FWD,Black,6,8077120;8077121;8078425;8082154;8082171;8082174
2026-09-02 23:36:42 UTC,ACT,Sealion 8,Dynamic FWD,Cosmos Black,1,8108271
2026-09-02 23:36:42 UTC,ACT,Sealion 8,Premium AWD,Black,3,8104241;8105496;8109619
2026-09-02 23:36:42 UTC,ACT,Sealion 8,Premium AWD,Cosmos Black,1,8106703
2026-09-02 23:36:42 UTC,ACT,Shark 6,Dynamic Cab Chassis,Great White,3,8086637;8096843;8096844
2026-09-02 23:36:42 UTC,ACT,Shark 6,Dynamic Cab Chassis,Tidal Black,3,8080185;8089904;8090715
2026-09-02 23:36:42 UTC,ACT,Shark 6,Premium,Deep Sea Blue,2,8110974;8110987
2026-09-02 23:36:42 UTC,NSW,Atto 1,Essential,Arctic Blue,3,8087368;8087369;8087370
2026-09-02 23:36:42 UTC,NSW,Atto 1,Essential,Black Grey,4,8073917;8111293;8111294;8111295
2026-09-02 23:36:42 UTC,NSW,Atto 1,Essential,Cosmos Black,3,8090731;8092044;8096230
2026-09-02 23:36:42 UTC,NSW,Atto 1,Essential,Pine Lime,4,8075145;8083933;8086640;8087362
2026-09-02 23:36:42 UTC,NSW,Atto 1,Premium,Arctic Blue,3,8109027;8109151;8109159
2026-09-02 23:36:42 UTC,NSW,Atto 1,Premium,Black Grey,3,8106166;8106167;8106169
2026-09-02 23:36:42 UTC,NSW,Atto 1,Premium,Cosmos Black,3,8070597;8111363;8111364
2026-09-02 23:36:42 UTC,NSW,Atto 1,Premium,Pine Lime,3,8105641;8106250;8106252
2026-09-02 23:36:42 UTC,NSW,Atto 2,Dynamic,Black,5,8111326;8111327;8111328;8111329;8111330
2026-09-02 23:36:42 UTC,NSW,Atto 2,Premium,Cosmos Black,3,8106264;8106271;8106272
2026-09-02 23:36:42 UTC,NSW,Atto 2,Premium,Mist Grey,3,8104475;8104476;8104477
2026-09-02 23:36:42 UTC,NSW,Atto 3,Essential,Black,1,8102639
2026-09-02 23:36:42 UTC,NSW,Atto 3,Essential,Cosmos Black,1,8110398
2026-09-02 23:36:42 UTC,NSW,Atto 3,Premium,Black,1,8080364
2026-09-02 23:36:42 UTC,NSW,Dolphin,Essential,Grey Black,6,8108968;8108969;8108970;8110365;8111305;8111710
2026-09-02 23:36:42 UTC,NSW,Dolphin,Premium,Grey Black,5,8111331;8111332;8111348;8111349;8111350
2026-09-02 23:36:42 UTC,NSW,Seal,Performance,Atlantis Grey,4,8103927;8103929;8103930;8103932
2026-09-02 23:36:42 UTC,NSW,Seal,Performance,Aurora White,4,8088881;8090726;8091584;8098911
2026-09-02 23:36:42 UTC,NSW,Seal,Performance,Thaumas Black,1,8072369
2026-09-02 23:36:42 UTC,NSW,Seal,Premium,Atlantis Grey,3,8103914;8103918;8103920
2026-09-02 23:36:42 UTC,NSW,Seal,Premium,Aurora White,3,8110034;8110036;8110037
2026-09-02 23:36:42 UTC,NSW,Seal,Premium,Cosmos Black,2,8110057;8110060
2026-09-02 23:36:42 UTC,NSW,Seal 6,Essential,Arctic White,1,8088137
2026-09-02 23:36:42 UTC,NSW,Seal 6 Touring,Premium,Arctic White,1,8083525
2026-09-02 23:36:42 UTC,NSW,Sealion 5,Essential,Atlantis Grey,4,8102814;8102817;8104095;8104096
2026-09-02 23:36:42 UTC,NSW,Sealion 5,Essential,Aurora White,5,8104107;8111297;8111298;8111299;8111300
2026-09-02 23:36:42 UTC,NSW,Sealion 5,Essential,Black,1,8111354
2026-09-02 23:36:42 UTC,NSW,Sealion 6,Dynamic Extended,Arctic White,3,8104201;8104203;8104204
2026-09-02 23:36:42 UTC,NSW,Sealion 6,Essential,Black Brown,18,8043884;8069569;8082060;8090946;8090947;8090948;8092840;8092841;8092842;8104125;8104132;8104133;8104134;8104140;8104141;8104145;8111301;8111302
2026-09-02 23:36:42 UTC,NSW,Sealion 6,Premium Extended,Arctic White,2,8111347;8111355
2026-09-02 23:36:42 UTC,NSW,Sealion 6,Premium Extended,Black,3,8109017;8109018;8109020
2026-09-02 23:36:42 UTC,NSW,Sealion 6,Premium Extended,Cosmos Black,3,8104412;8104413;8104414
2026-09-02 23:36:42 UTC,NSW,Sealion 6,Premium Extended,Stone Grey,4,8089817;8108983;8108985;8109005
2026-09-02 23:36:42 UTC,NSW,Sealion 7,Performance,Atlantis Grey,3,8109180;8109181;8109182
2026-09-02 23:36:42 UTC,NSW,Sealion 7,Performance,Thaumas Black,3,8103175;8103176;8103177
2026-09-02 23:36:42 UTC,NSW,Sealion 7,Premium,Atlantis Grey,4,8111007;8111010;8111011;8111715
2026-09-02 23:36:42 UTC,NSW,Sealion 7,Premium,Aurora White,5,8111106;8111108;8111109;8111717;8111718
2026-09-02 23:36:42 UTC,NSW,Sealion 7,Premium,Cosmos Black,3,8111013;8111014;8111016
2026-09-02 23:36:42 UTC,NSW,Sealion 7,Premium,Thaumas Black,6,8111141;8111143;8111145;8111163;8111720;8111721
2026-09-02 23:36:42 UTC,NSW,Sealion 8,Dynamic AWD,Aurora White,4,8080243;8087469;8087470;8087471
2026-09-02 23:36:42 UTC,NSW,Sealion 8,Dynamic AWD,Black,7,8082074;8082077;8082107;8082128;8087440;8098937;8111320
2026-09-02 23:36:42 UTC,NSW,Sealion 8,Dynamic AWD,Cosmos Black,3,8111322;8111323;8111324
2026-09-02 23:36:42 UTC,NSW,Sealion 8,Dynamic FWD,Aurora White,4,8082162;8111288;8111289;8111290
2026-09-02 23:36:42 UTC,NSW,Sealion 8,Dynamic FWD,Black,6,8068434;8070851;8076932;8076939;8080258;8082153
2026-09-02 23:36:42 UTC,NSW,Sealion 8,Dynamic FWD,Cosmos Black,4,8068425;8111306;8111307;8111308
2026-09-02 23:36:42 UTC,NSW,Sealion 8,Premium AWD,Aurora White,3,8111309;8111310;8111318
2026-09-02 23:36:42 UTC,NSW,Sealion 8,Premium AWD,Black,6,8111317;8111340;8111341;8111343;8111344;8111714
2026-09-02 23:36:42 UTC,NSW,Sealion 8,Premium AWD,Cosmos Black,4,8111312;8111313;8111314;8111316
2026-09-02 23:36:42 UTC,NSW,Shark 6,Dynamic Cab Chassis,Great White,5,8075068;8080218;8080219;8080222;8080223
2026-09-02 23:36:42 UTC,NSW,Shark 6,Performance,Thaumas Black,2,8111365;8111366
2026-09-02 23:36:42 UTC,NSW,Shark 6,Premium,Deep Sea Blue,6,8109115;8110986;8110988;8110992;8110998;8110999
2026-09-02 23:36:42 UTC,NT,Atto 1,Essential,Cosmos Black,1,8093540
2026-09-02 23:36:42 UTC,NT,Atto 2,Premium,Black,1,8097746
2026-09-02 23:36:42 UTC,NT,Atto 3,Premium,Black,1,8066401
2026-09-02 23:36:42 UTC,NT,Atto 3,Premium,Cosmos Black,2,8062795;8068550
2026-09-02 23:36:42 UTC,NT,Dolphin,Premium,Grey Black,2,8064373;8064381
2026-09-02 23:36:42 UTC,NT,Seal,Dynamic,Aurora White,1,8065490
2026-09-02 23:36:42 UTC,NT,Sealion 5,Essential,Black,1,8068533
2026-09-02 23:36:42 UTC,NT,Sealion 5,Premium,Atlantis Grey,1,8084179
2026-09-02 23:36:42 UTC,NT,Sealion 5,Premium,Aurora White,1,8095935
2026-09-02 23:36:42 UTC,NT,Sealion 7,Premium,Atlantis Grey,1,8091665
2026-09-02 23:36:42 UTC,NT,Sealion 8,Dynamic AWD,Black,2,8066841;8066842
2026-09-02 23:36:42 UTC,NT,Sealion 8,Dynamic FWD,Aurora White,1,8065503
2026-09-02 23:36:42 UTC,NT,Sealion 8,Dynamic FWD,Black,1,8066834
2026-09-02 23:36:42 UTC,QLD,Atto 1,Essential,Arctic Blue,7,8080889;8088479;8088480;8088481;8088482;8097915;8099858
2026-09-02 23:36:42 UTC,QLD,Atto 1,Essential,Black Grey,10,8073379;8075748;8077357;8077358;8077597;8077601;8078799;8101981;8101982;8106547
2026-09-02 23:36:42 UTC,QLD,Atto 1,Essential,Cosmos Black,4,8084675;8089968;8091297;8092138
2026-09-02 23:36:42 UTC,QLD,Atto 1,Essential,Pine Lime,7,8080778;8080779;8080784;8080785;8080803;8080804;8088388
2026-09-02 23:36:42 UTC,QLD,Atto 1,Premium,Arctic Blue,3,8105733;8105736;8105737
2026-09-02 23:36:42 UTC,QLD,Atto 1,Premium,Black Grey,3,8105697;8105698;8105701
2026-09-02 23:36:42 UTC,QLD,Atto 1,Premium,Cosmos Black,4,8100302;8101182;8111431;8111432
2026-09-02 23:36:42 UTC,QLD,Atto 1,Premium,Pine Lime,3,8111437;8111438;8111440
2026-09-02 23:36:42 UTC,QLD,Atto 2,Dynamic,Black,9,8101205;8101776;8101984;8104528;8104529;8107227;8108404;8108421;8108422
2026-09-02 23:36:42 UTC,QLD,Atto 2,Dynamic,Harbour Grey,1,8104527
2026-09-02 23:36:42 UTC,QLD,Atto 2,Dynamic,Mist Grey,4,8100339;8100341;8100342;8110125
2026-09-02 23:36:42 UTC,QLD,Atto 2,Premium,Black,8,8100393;8100547;8101184;8101185;8104895;8105778;8108454;8108579
2026-09-02 23:36:42 UTC,QLD,Atto 2,Premium,Cosmos Black,10,8093961;8093964;8093965;8093972;8095962;8095963;8097925;8108096;8108406;8108407
2026-09-02 23:36:42 UTC,QLD,Atto 3,Essential,Blue Grey,1,8104557
2026-09-02 23:36:42 UTC,QLD,Atto 3,Essential MY25,Black,1,8108160
2026-09-02 23:36:42 UTC,QLD,Atto 3,Essential MY25,Harbour Grey,1,8108161
2026-09-02 23:36:42 UTC,QLD,Dolphin,Essential,Grey Black,12,8100153;8100155;8100156;8100157;8100160;8100173;8100174;8100175;8100183;8108743;8108744;8111454
2026-09-02 23:36:42 UTC,QLD,Dolphin,Premium,Grey Black,15,8095371;8095413;8096025;8096026;8097159;8097166;8097168;8103384;8103686;8103687;8103688;8103695;8104819;8110149;8111637
2026-09-02 23:36:42 UTC,QLD,Seal,Performance,Aurora White,3,8080886;8100362;8100363
2026-09-02 23:36:42 UTC,QLD,Seal,Premium,Aurora White,3,8111442;8111443;8111460
2026-09-02 23:36:42 UTC,QLD,Seal,Premium,Thaumas Black,2,8111467;8111652
2026-09-02 23:36:42 UTC,QLD,Seal 6 Touring,Premium,Atlantis Grey,1,8100318
2026-09-02 23:36:42 UTC,QLD,Seal 6 Touring,Premium,Cosmos Black,5,8100316;8100334;8100335;8105743;8105747
2026-09-02 23:36:42 UTC,QLD,Sealion 5,Essential,Atlantis Grey,4,8088445;8105841;8111456;8111457
2026-09-02 23:36:42 UTC,QLD,Sealion 5,Essential,Aurora White,3,8096760;8100099;8106917
2026-09-02 23:36:42 UTC,QLD,Sealion 5,Essential,Black,4,8104814;8104967;8105839;8105840
2026-09-02 23:36:42 UTC,QLD,Sealion 5,Essential,Cosmos Black,3,8100143;8105666;8106920
2026-09-02 23:36:42 UTC,QLD,Sealion 5,Premium,Black,2,8111433;8111435
2026-09-02 23:36:42 UTC,QLD,Sealion 5,Premium,Harbour Grey,1,8111434
2026-09-02 23:36:42 UTC,QLD,Sealion 6,Dynamic Extended,Arctic White,5,8090558;8100543;8106933;8110126;8110127
2026-09-02 23:36:42 UTC,QLD,Sealion 6,Essential,Black Brown,13,8099862;8101983;8104734;8104735;8104736;8104737;8104739;8104763;8104764;8104769;8105658;8105750;8105756
2026-09-02 23:36:42 UTC,QLD,Sealion 6,Premium Extended,Arctic White,8,8078764;8078783;8078904;8080863;8108546;8108547;8108549;8110086
2026-09-02 23:36:42 UTC,QLD,Sealion 6,Premium Extended,Black,4,8108533;8108536;8108537;8108538
2026-09-02 23:36:42 UTC,QLD,Sealion 6,Premium Extended,Cosmos Black,3,8104840;8105827;8105829
2026-09-02 23:36:42 UTC,QLD,Sealion 6,Premium Extended,Stone Grey,3,8108431;8108433;8108435
2026-09-02 23:36:42 UTC,QLD,Sealion 7,Performance,Atlantis Grey,3,8107240;8107252;8107253
2026-09-02 23:36:42 UTC,QLD,Sealion 7,Performance,Aurora White,4,8110587;8110589;8110590;8110604
2026-09-02 23:36:42 UTC,QLD,Sealion 7,Performance,Cosmos Black,4,8105764;8105766;8105768;8110152
2026-09-02 23:36:42 UTC,QLD,Sealion 7,Performance,Shark Grey,1,8107249
2026-09-02 23:36:42 UTC,QLD,Sealion 7,Performance,Thaumas Black,1,8107250
2026-09-02 23:36:42 UTC,QLD,Sealion 7,Premium,Atlantis Grey,7,8108589;8108592;8108594;8108595;8110136;8111640;8111641
2026-09-02 23:36:42 UTC,QLD,Sealion 7,Premium,Aurora White,6,8110132;8110560;8110561;8110563;8111632;8111633
2026-09-02 23:36:42 UTC,QLD,Sealion 7,Premium,Cosmos Black,7,8110572;8110574;8110575;8111644;8111646;8112533;8112534
2026-09-02 23:36:42 UTC,QLD,Sealion 7,Premium,Thaumas Black,7,8105887;8108735;8108737;8108738;8110139;8110140;8111642
2026-09-02 23:36:42 UTC,QLD,Sealion 8,Dynamic AWD,Aurora White,4,8078743;8110147;8111449;8111450
2026-09-02 23:36:42 UTC,QLD,Sealion 8,Dynamic AWD,Black,9,8070729;8070730;8075677;8088417;8105664;8105672;8105673;8105693;8106916
2026-09-02 23:36:42 UTC,QLD,Sealion 8,Dynamic AWD,Cosmos Black,4,8072199;8077640;8100111;8100128
2026-09-02 23:36:42 UTC,QLD,Sealion 8,Dynamic FWD,Aurora White,12,8055403;8055405;8055416;8059245;8060436;8063209;8091952;8099871;8102000;8102001;8102003;8102008
2026-09-02 23:36:42 UTC,QLD,Sealion 8,Dynamic FWD,Black,14,8055439;8055441;8055445;8068712;8070694;8070695;8075422;8078063;8078064;8096762;8103003;8103016;8105674;8107836
2026-09-02 23:36:42 UTC,QLD,Sealion 8,Dynamic FWD,Cosmos Black,10,8071904;8077377;8077378;8104786;8104787;8104788;8104790;8105786;8106918;8111631
2026-09-02 23:36:42 UTC,QLD,Sealion 8,Premium AWD,Aurora White,6,8075679;8078739;8105681;8105682;8105683;8105723
2026-09-02 23:36:42 UTC,QLD,Sealion 8,Premium AWD,Black,8,8104745;8105709;8105711;8105713;8106546;8111444;8111446;8111447
2026-09-02 23:36:42 UTC,QLD,Sealion 8,Premium AWD,Cosmos Black,1,8104755
2026-09-02 23:36:42 UTC,QLD,Shark 6,Dynamic Cab Chassis,Deep Sea Blue,1,8091903
2026-09-02 23:36:42 UTC,QLD,Shark 6,Dynamic Cab Chassis,Great White,9,8077308;8077643;8077644;8077645;8078709;8091901;8091902;8093068;8094944
2026-09-02 23:36:42 UTC,QLD,Shark 6,Dynamic Cab Chassis,Thaumas Black,1,8084061
2026-09-02 23:36:42 UTC,QLD,Shark 6,Dynamic Cab Chassis,Tidal Black,5,8074990;8077309;8077314;8077315;8087627
2026-09-02 23:36:42 UTC,QLD,Shark 6,Performance,Deep Sea Blue,4,8104803;8105873;8105875;8105900
2026-09-02 23:36:42 UTC,QLD,Shark 6,Premium,Deep Sea Blue,3,8110613;8110616;8110617
2026-09-02 23:36:42 UTC,SA,Atto 1,Essential,Arctic Blue,2,8110456;8110457
2026-09-02 23:36:42 UTC,SA,Atto 1,Essential,Black Grey,3,8101645;8103296;8110472
2026-09-02 23:36:42 UTC,SA,Atto 1,Essential,Cosmos Black,2,8110470;8110471
2026-09-02 23:36:42 UTC,SA,Atto 1,Premium,Arctic Blue,3,8107557;8107558;8107559
2026-09-02 23:36:42 UTC,SA,Atto 1,Premium,Black Grey,5,8091421;8107667;8107669;8107671;8107672
2026-09-02 23:36:42 UTC,SA,Atto 1,Premium,Cosmos Black,5,8103297;8103599;8107555;8107675;8107677
2026-09-02 23:36:42 UTC,SA,Atto 2,Dynamic,Mist Grey,3,8107656;8107657;8107658
2026-09-02 23:36:42 UTC,SA,Atto 2,Premium,Black,10,8106518;8106519;8106520;8107479;8107480;8107481;8107525;8107538;8107539;8107544
2026-09-02 23:36:42 UTC,SA,Atto 2,Premium,Cosmos Black,7,8103295;8104046;8104048;8104052;8104053;8104054;8107485
2026-09-02 23:36:42 UTC,SA,Atto 2,Premium,Mist Grey,3,8110503;8110505;8110506
2026-09-02 23:36:42 UTC,SA,Atto 3,Essential,Blue Grey,1,8101609
2026-09-02 23:36:42 UTC,SA,Dolphin,Essential,Grey Black,9,8107517;8107518;8107519;8107520;8107524;8110519;8110522;8110524;8110525
2026-09-02 23:36:42 UTC,SA,Seal,Performance,Atlantis Grey,3,8110103;8111523;8111526
2026-09-02 23:36:42 UTC,SA,Seal,Performance,Aurora White,4,8084873;8084894;8084895;8111524
2026-09-02 23:36:42 UTC,SA,Seal,Performance,Cosmos Black,3,8103619;8103622;8111529
2026-09-02 23:36:42 UTC,SA,Seal,Performance,Thaumas Black,2,8103621;8111525
2026-09-02 23:36:42 UTC,SA,Seal,Premium,Aurora White,3,8109524;8110532;8110533
2026-09-02 23:36:42 UTC,SA,Seal,Premium,Cosmos Black,3,8107476;8110526;8110527
2026-09-02 23:36:42 UTC,SA,Seal,Premium,Shark Grey,1,8110528
2026-09-02 23:36:42 UTC,SA,Seal 6,Essential,Black,5,8101955;8102563;8111495;8111496;8111498
2026-09-02 23:36:42 UTC,SA,Seal 6 Touring,Premium,Atlantis Grey,5,8094901;8104030;8104031;8104032;8107478
2026-09-02 23:36:42 UTC,SA,Seal 6 Touring,Premium,Black,10,8094066;8094913;8095940;8095941;8103950;8103952;8103953;8107449;8107450;8110450
2026-09-02 23:36:42 UTC,SA,Sealion 5,Essential,Atlantis Grey,4,8096731;8096732;8096733;8111488
2026-09-02 23:36:42 UTC,SA,Sealion 5,Essential,Aurora White,2,8111489;8111490
2026-09-02 23:36:42 UTC,SA,Sealion 5,Essential,Black,3,8111484;8111485;8111486
2026-09-02 23:36:42 UTC,SA,Sealion 5,Essential,Cosmos Black,3,8096725;8096726;8096728
2026-09-02 23:36:42 UTC,SA,Sealion 5,Premium,Atlantis Grey,3,8103977;8104004;8104006
2026-09-02 23:36:42 UTC,SA,Sealion 5,Premium,Aurora White,1,8101959
2026-09-02 23:36:42 UTC,SA,Sealion 5,Premium,Black,5,8103996;8103997;8103998;8103999;8111493
2026-09-02 23:36:42 UTC,SA,Sealion 5,Premium,Cosmos Black,1,8109800
2026-09-02 23:36:42 UTC,SA,Sealion 6,Dynamic Extended,Arctic White,6,8095930;8103989;8103992;8103993;8104000;8106483
2026-09-02 23:36:42 UTC,SA,Sealion 6,Essential,Black Brown,13,8091242;8095929;8103956;8103957;8103958;8103959;8103972;8103973;8106463;8106464;8106480;8106481;8106482
2026-09-02 23:36:42 UTC,SA,Sealion 6,Premium Extended,Arctic White,4,8103968;8103969;8103970;8106476
2026-09-02 23:36:42 UTC,SA,Sealion 6,Premium Extended,Black,3,8106472;8106473;8106475
2026-09-02 23:36:42 UTC,SA,Sealion 6,Premium Extended,Cosmos Black,5,8103994;8106487;8106538;8107442;8107443
2026-09-02 23:36:42 UTC,SA,Sealion 6,Premium Extended,Harbour Grey,1,8103965
2026-09-02 23:36:42 UTC,SA,Sealion 6,Premium Extended,Stone Grey,6,8095933;8101604;8103962;8103963;8103964;8106468
2026-09-02 23:36:42 UTC,SA,Sealion 7,Performance,Atlantis Grey,4,8094911;8096734;8106459;8106460
2026-09-02 23:36:42 UTC,SA,Sealion 8,Dynamic AWD,Aurora White,3,8111475;8111476;8111481
2026-09-02 23:36:42 UTC,SA,Sealion 8,Dynamic AWD,Black,6,8111501;8111502;8111503;8111504;8111505;8111506
2026-09-02 23:36:42 UTC,SA,Sealion 8,Dynamic AWD,Cosmos Black,4,8111471;8111472;8111473;8111494
2026-09-02 23:36:42 UTC,SA,Sealion 8,Dynamic FWD,Aurora White,2,8111916;8111922
2026-09-02 23:36:42 UTC,SA,Shark 6,Dynamic Cab Chassis,Tidal Black,3,8074921;8110448;8110449
2026-09-02 23:36:42 UTC,SA,Shark 6,Performance,Deep Sea Blue,3,8110490;8111514;8111515
2026-09-02 23:36:42 UTC,SA,Shark 6,Performance,Great White,3,8110480;8111511;8111512
2026-09-02 23:36:42 UTC,SA,Shark 6,Performance,Tidal Black,1,8111517
2026-09-02 23:36:42 UTC,SA,Shark 6,Premium,Deep Sea Blue,3,8087672;8088659;8088660
2026-09-02 23:36:42 UTC,SA,Shark 6,Premium,Great White,4,8101644;8110460;8110461;8110462
2026-09-02 23:36:42 UTC,TAS,Atto 1,Essential,Black Grey,1,8095137
2026-09-02 23:36:42 UTC,TAS,Atto 1,Premium,Arctic Blue,5,8076761;8078348;8078351;8078353;8107004
2026-09-02 23:36:42 UTC,TAS,Atto 1,Premium,Black Grey,5,8078417;8079440;8081023;8081025;8085679
2026-09-02 23:36:42 UTC,TAS,Atto 1,Premium,Cosmos Black,4,8076412;8076749;8078325;8079595
2026-09-02 23:36:42 UTC,TAS,Atto 1,Premium,Pine Lime,2,8084774;8106010
2026-09-02 23:36:42 UTC,TAS,Atto 2,Dynamic,Black,5,8081171;8094846;8096071;8096073;8096075
2026-09-02 23:36:42 UTC,TAS,Atto 2,Dynamic,Cosmos Black,1,8071277
2026-09-02 23:36:42 UTC,TAS,Atto 2,Dynamic,Harbour Grey,1,8105532
2026-09-02 23:36:42 UTC,TAS,Atto 2,Dynamic,Mist Grey,1,8088003
2026-09-02 23:36:42 UTC,TAS,Atto 2,Premium,Black,11,8084948;8085039;8085093;8085146;8085151;8085180;8085744;8085818;8086614;8086617;8105059
2026-09-02 23:36:42 UTC,TAS,Atto 2,Premium,Cosmos Black,6,8088045;8088055;8090034;8091522;8091544;8091549
2026-09-02 23:36:42 UTC,TAS,Atto 2,Premium,Mist Grey,1,8108897
2026-09-02 23:36:42 UTC,TAS,Dolphin,Essential,Grey Black,1,8070192
2026-09-02 23:36:42 UTC,TAS,Seal,Performance,Atlantis Grey,1,8098395
2026-09-02 23:36:42 UTC,TAS,Seal,Performance,Aurora White,1,8075923
2026-09-02 23:36:42 UTC,TAS,Seal,Premium,Atlantis Grey,2,8107052;8107058
2026-09-02 23:36:42 UTC,TAS,Seal,Premium,Aurora White,4,8074780;8091869;8091871;8107021
2026-09-02 23:36:42 UTC,TAS,Seal,Premium,Thaumas Black,1,8103046
2026-09-02 23:36:42 UTC,TAS,Seal 6 Touring,Premium,Black,1,8088756
2026-09-02 23:36:42 UTC,TAS,Seal 6 Touring,Premium,Cosmos Black,1,8088811
2026-09-02 23:36:42 UTC,TAS,Sealion 5,Essential,Atlantis Grey,1,8080181
2026-09-02 23:36:42 UTC,TAS,Sealion 5,Essential,Aurora White,1,8080152
2026-09-02 23:36:42 UTC,TAS,Sealion 5,Premium,Aurora White,2,8062206;8077735
2026-09-02 23:36:42 UTC,TAS,Sealion 6,Dynamic Extended,Black,1,8085713
2026-09-02 23:36:42 UTC,TAS,Sealion 6,Dynamic Extended,Cosmos Black,1,8079596
2026-09-02 23:36:42 UTC,TAS,Sealion 6,Dynamic Extended,Stone Grey,3,8085681;8086577;8088110
2026-09-02 23:36:42 UTC,TAS,Sealion 6,Essential,Black Brown,2,8096067;8098347
2026-09-02 23:36:42 UTC,TAS,Sealion 6,Premium Extended,Arctic White,4,8089468;8098396;8101102;8101866
2026-09-02 23:36:42 UTC,TAS,Sealion 6,Premium Extended,Black,1,8078204
2026-09-02 23:36:42 UTC,TAS,Sealion 6,Premium Extended,Stone Grey,3,8077764;8077765;8077830
2026-09-02 23:36:42 UTC,TAS,Sealion 7,Performance,Atlantis Grey,1,8081059
2026-09-02 23:36:42 UTC,TAS,Sealion 7,Performance,Cosmos Black,1,8103091
2026-09-02 23:36:42 UTC,TAS,Sealion 7,Performance,Thaumas Black,2,8086154;8087979
2026-09-02 23:36:42 UTC,TAS,Sealion 7,Premium,Aurora White,6,8085380;8085640;8085937;8087896;8087919;8094327
2026-09-02 23:36:42 UTC,TAS,Sealion 7,Premium,Thaumas Black,3,8095902;8102044;8103102
2026-09-02 23:36:42 UTC,TAS,Sealion 8,Dynamic AWD,Aurora White,3,8057568;8057789;8079736
2026-09-02 23:36:42 UTC,TAS,Sealion 8,Dynamic AWD,Black,3,8072257;8079340;8079769
2026-09-02 23:36:42 UTC,TAS,Sealion 8,Dynamic FWD,Aurora White,6,8054396;8069370;8070244;8074755;8075996;8077714
2026-09-02 23:36:42 UTC,TAS,Sealion 8,Dynamic FWD,Black,5,8054332;8072250;8077701;8080009;8080029
2026-09-02 23:36:42 UTC,TAS,Sealion 8,Dynamic FWD,Cosmos Black,2,8080015;8080092
2026-09-02 23:36:42 UTC,TAS,Sealion 8,Premium AWD,Aurora White,2,8080956;8101226
2026-09-02 23:36:42 UTC,TAS,Sealion 8,Premium AWD,Black,1,8080948
2026-09-02 23:36:42 UTC,TAS,Sealion 8,Premium AWD,Cosmos Black,4,8076358;8078371;8091546;8099948
2026-09-02 23:36:42 UTC,TAS,Shark 6,Dynamic Cab Chassis,Great White,3,8075015;8075016;8077895
2026-09-02 23:36:42 UTC,TAS,Shark 6,Dynamic Cab Chassis,Thaumas Black,1,8079309
2026-09-02 23:36:42 UTC,TAS,Shark 6,Dynamic Cab Chassis,Tidal Black,2,8074987;8079670
2026-09-02 23:36:42 UTC,TAS,Shark 6,Performance,Great White,2,8090706;8091499
2026-09-02 23:36:42 UTC,VIC,Atto 1,Essential,Apricity White,1,8095138
2026-09-02 23:36:42 UTC,VIC,Atto 1,Essential,Arctic Blue,8,8108195;8108746;8108747;8108748;8108749;8108750;8108786;8108787
2026-09-02 23:36:42 UTC,VIC,Atto 1,Essential,Black Grey,11,8076153;8076456;8078336;8094348;8094349;8094350;8094351;8094352;8105959;8105960;8105962
2026-09-02 23:36:42 UTC,VIC,Atto 1,Essential,Cosmos Black,7,8084782;8108753;8108754;8108755;8108758;8108782;8108783
2026-09-02 23:36:42 UTC,VIC,Atto 1,Essential,Pine Lime,9,8090632;8091461;8091983;8093103;8096037;8096038;8098342;8102034;8105524
2026-09-02 23:36:42 UTC,VIC,Atto 1,Premium,Arctic Blue,6,8076467;8078331;8110172;8110173;8111394;8111395
2026-09-02 23:36:42 UTC,VIC,Atto 1,Premium,Black Grey,12,8078413;8078416;8079430;8079431;8079432;8079433;8079434;8079439;8079441;8079443;8081010;8081012
2026-09-02 23:36:42 UTC,VIC,Atto 1,Premium,Cosmos Black,9,8078323;8078340;8078341;8078395;8078396;8078397;8078399;8079452;8079453
2026-09-02 23:36:42 UTC,VIC,Atto 1,Premium,Pine Lime,2,8064508;8111418
2026-09-02 23:36:42 UTC,VIC,Atto 2,Dynamic,Black,12,8096069;8096070;8096074;8102592;8107925;8108788;8108790;8108895;8108925;8108926;8108936;8108937
2026-09-02 23:36:42 UTC,VIC,Atto 2,Dynamic,Cosmos Black,2,8111423;8111424
2026-09-02 23:36:42 UTC,VIC,Atto 2,Dynamic,Harbour Grey,1,8108789
2026-09-02 23:36:42 UTC,VIC,Atto 2,Dynamic,Mist Grey,4,8088786;8108894;8108928;8108929
2026-09-02 23:36:42 UTC,VIC,Atto 2,Premium,Black,16,8086549;8086550;8086552;8086561;8086563;8086567;8088022;8088032;8088080;8088089;8088102;8089324;8095112;8095910;8096119;8111661
2026-09-02 23:36:42 UTC,VIC,Atto 2,Premium,Cosmos Black,12,8089056;8089191;8089193;8090033;8090037;8090038;8090039;8090040;8090655;8090661;8090662;8091388
2026-09-02 23:36:42 UTC,VIC,Atto 2,Premium,Mist Grey,4,8108917;8111405;8111406;8111407
2026-09-02 23:36:42 UTC,VIC,Atto 3,Essential,Blue Grey,2,8111390;8111391
2026-09-02 23:36:42 UTC,VIC,Dolphin,Essential,Grey Black,13,8070193;8070194;8070195;8072204;8108772;8108773;8108774;8108776;8108777;8108778;8108779;8108780;8108781
